"","rotten_tomatoes_link","movie_title","content_rating","genres","original_release_date","streaming_release_date","runtime","tomatometer_status","tomatometer_rating","audience_status","audience_rating"
"189","m/10009929-a_christmas_tale","Un Conte de Noël (A Christmas Tale)","NR","Art House & International, Comedy, Drama","2008-11-14","2016-10-15",150,"Certified-Fresh",86,"Upright",66
"190","m/10009980-rebound","The Rebound","R","Comedy, Romance","2009-02-06","2013-09-01",97,"Rotten",41,"Spilled",46
"191","m/10009992-ripple_effect","Ripple Effect","R","Drama","2008-07-11","2015-11-19",83,"Rotten",29,"",NA
"192","m/1000_times_good_night","1,000 Times Good Night","NR","Drama","2014-10-24","2016-08-10",117,"Fresh",71,"Upright",65
"193","m/10010011-harold","Harold","PG-13","Comedy","2008-07-11","2017-01-01",94,"Rotten",31,"Spilled",41
"194","m/10010066-push","Push","PG-13","Mystery & Suspense, Science Fiction & Fantasy","2009-02-06","2015-12-19",111,"Rotten",23,"Spilled",42
"195","m/10010077-felon","Felon","R","Action & Adventure, Drama, Mystery & Suspense","2008-07-17","2013-01-01",104,"Fresh",63,"Upright",82
"196","m/10010131-scar","Scar","R","Drama, Horror, Mystery & Suspense","2007-05-20","2016-11-18",78,"Rotten",0,"Spilled",11
"197","m/10010150-unborn","The Unborn","PG-13","Horror, Mystery & Suspense","2009-01-09","2015-05-08",88,"Rotten",10,"Spilled",30
"198","m/10010153-bitch_slap","Bitch Slap","R","Action & Adventure","2010-01-08","2014-02-01",104,"Rotten",29,"Spilled",29
"199","m/10010155-forever_strong","Forever Strong","PG-13","Drama","2008-09-26","2016-11-30",112,"Rotten",29,"Upright",75
"200","m/10010208-chocolate","Chocolate","R","Action & Adventure, Art House & International","2008-02-06","2017-03-09",110,"Fresh",74,"Upright",73
"201","m/10010214-fireproof","Fireproof","PG","Drama","2008-09-26","2012-04-16",122,"Rotten",38,"Upright",82
"202","m/10010229-dostana","Dostana","R","Art House & International, Comedy","2008-11-13","2017-03-08",145,"Fresh",87,"Upright",68
"203","m/10010249-the_garden","The Garden","NR","Documentary, Special Interest","2008-06-18","2017-05-22",80,"Fresh",79,"Upright",85
"204","m/10010329-splinter","Splinter","R","Horror, Mystery & Suspense","2008-10-31","2015-03-19",82,"Fresh",73,"Spilled",49
"205","m/10010334-leaves_of_grass","Leaves of Grass","R","Comedy, Drama, Mystery & Suspense","2010-04-02","2017-01-25",104,"Fresh",61,"Spilled",49
"206","m/10010335-rab_ne_bana_di_jodi","Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven)","NR","Romance","2008-12-11","",96,"Fresh",78,"Upright",71
"207","m/10010458-proposal","The Proposal","PG-13","Comedy, Romance","2009-06-19","2015-11-22",108,"Rotten",45,"Upright",67
"208","m/10010552-gigantic","Gigantic","R","Comedy, Romance","2009-04-03","2017-05-03",99,"Rotten",36,"Spilled",34
"209","m/10010568-fuel","Fuel","NR","Documentary, Special Interest","2008-10-17","2017-03-17",111,"Fresh",72,"Upright",82
"210","m/10010571-hush","Hush","NR","Mystery & Suspense","2009-02-01","2016-11-18",91,"Rotten",50,"Spilled",37
"211","m/1001063-anna_karenina","Anna Karenina","NR","Classics, Drama, Romance","1935-01-01","2008-08-04",95,"Fresh",93,"Upright",69
"212","m/10010658-orphan","Orphan","R","Drama, Horror, Mystery & Suspense","2009-07-24","2014-07-24",123,"Rotten",56,"Upright",63
"213","m/10010662-my_sisters_keeper","My Sister's Keeper","PG-13","Drama","2009-06-26","2014-05-15",108,"Rotten",48,"Upright",72
"214","m/10010667-hangover","The Hangover","R","Comedy","2009-06-05","2014-01-07",99,"Certified-Fresh",78,"Upright",84
"215","m/10010668-stepfather","The Stepfather","PG-13","Horror, Mystery & Suspense","2009-10-16","2013-04-09",101,"Rotten",11,"Spilled",35
"216","m/10010675-departures","Okuribito (Departures)","PG-13","Art House & International, Drama","2009-05-29","2016-12-22",130,"Certified-Fresh",80,"Upright",92
"217","m/10010680-boogie","Boogie (Summer Holiday)","NR","Comedy, Drama","2008-05-16","2016-11-28",102,"Fresh",100,"Upright",67
"218","m/10010692-ballerina","Prima Ballerina","NR","Art House & International, Special Interest","2009-01-16","",NA,"Fresh",81,"Upright",100
"219","m/10010694-season_of_the_witch","Season of the Witch","PG-13","Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy","2011-01-07","2011-06-23",95,"Rotten",11,"Spilled",30
"220","m/10010703-shuttle","Shuttle","R","Mystery & Suspense","2009-03-08","2016-03-30",106,"Rotten",50,"Spilled",36
"221","m/10010760-miss_march","Miss March","R","Comedy","2009-03-13","2015-11-25",89,"Rotten",5,"Spilled",29
"222","m/10010782-american_affair","An American Affair","R","Drama, Mystery & Suspense","2009-02-27","2016-08-10",93,"Rotten",16,"Spilled",41
"223","m/10010785-grace","Grace","R","Drama, Horror","2009-08-14","2017-03-26",94,"Fresh",71,"Spilled",31
"224","m/10010787-endgame","Endgame","PG-13","Drama, Mystery & Suspense","2009-11-06","2015-03-19",109,"Fresh",71,"Spilled",57
"225","m/10010789-red_baron","The Red Baron (Der rote Baron)","PG-13","Action & Adventure, Drama, Romance","2008-03-31","2014-08-20",106,"Rotten",20,"Spilled",43
"226","m/10010919-objective","The Objective","NR","Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","2008-04-24","2016-04-28",90,"Rotten",33,"Spilled",32
"227","m/10010940-happy_tears","Happy Tears","R","Comedy, Drama","2010-02-19","2016-08-10",96,"Rotten",27,"Spilled",21
"228","m/10010944-missing_person","The Missing Person","NR","Comedy, Drama, Mystery & Suspense","2009-11-20","2016-08-10",95,"Fresh",64,"Spilled",44
"229","m/10010957-polanski_unauthorized","Polanski (Polanski Unauthorized)","NR","Art House & International, Drama","2009-01-09","2016-12-12",89,"Rotten",0,"Spilled",38
"230","m/10010972-mammoth","Mammoth (Mammut)","R","Art House & International, Drama","2009-11-20","2016-11-18",125,"Rotten",45,"Upright",63
"231","m/10011003-crude","Crude","NR","Documentary, Special Interest","2009-09-09","2017-03-08",104,"Certified-Fresh",95,"Upright",85
"232","m/10011016-messenger","The Messenger","R","Drama, Romance","2009-11-13","2017-03-08",112,"Certified-Fresh",90,"Upright",75
"233","m/10011050-lake_mungo","Lake Mungo","R","Horror, Mystery & Suspense","2009-02-07","2016-08-10",89,"Fresh",95,"Upright",62
"234","m/10011079-country_teacher","Venkovský Ucitel (The Country Teacher)","NR","Art House & International, Drama","2008-03-20","2016-09-22",115,"Fresh",81,"Upright",72
"235","m/1001115-apartment","The Apartment","NR","Classics, Comedy, Drama, Romance","1960-06-15","2016-03-29",125,"Certified-Fresh",93,"Upright",94
"236","m/10011154-golden_boys","Chatham (The Golden Boys)","PG","Comedy, Romance","2009-04-17","2016-11-18",97,"Rotten",28,"Spilled",22
"237","m/1001117-ape","The Ape","NR","Classics, Drama, Horror, Science Fiction & Fantasy","1940-09-30","2015-08-07",62,"Rotten",43,"Spilled",12
"238","m/10011235-fame","Fame","PG","Drama, Musical & Performing Arts, Romance","2009-09-25","2016-02-25",107,"Rotten",24,"Spilled",36
"239","m/10011262-outrage","Outrage","R","Documentary","2009-05-08","2017-03-12",90,"Certified-Fresh",77,"Upright",76
"240","m/10011284-skin","Skin","PG-13","Art House & International, Drama, Mystery & Suspense","2009-10-30","2016-03-22",107,"Certified-Fresh",84,"Upright",79
"241","m/10011303-helen","Helen","PG","Drama","2008-05-01","2016-09-30",79,"Fresh",67,"Spilled",36
"242","m/10011304-thirst","Bakjwi (Thirst)","R","Art House & International, Drama, Horror","2009-04-30","2016-04-19",133,"Certified-Fresh",81,"Upright",75
"243","m/10011335-vengeance","Vengeance (Fuk sau)","R","Action & Adventure, Art House & International, Mystery & Suspense","2010-08-04","2017-02-07",108,"Fresh",91,"Upright",60
"244","m/10011379-new_world_order","New World Order","NR","Documentary, Special Interest","2009-05-22","2017-03-23",85,"Rotten",56,"Spilled",48
"245","m/1001138-april_fools_day","April Fool's Day","R","Horror","1986-03-27","2013-08-01",89,"Rotten",50,"Spilled",47
"246","m/10011388-blood_the_last_vampire","Blood: The Last Vampire","R","Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy","2009-07-10","2014-02-12",89,"Rotten",25,"Spilled",33
"247","m/10011435-shrink","Shrink","R","Comedy, Drama","2009-07-24","2016-05-10",104,"Rotten",27,"Spilled",50
"248","m/10011457-ong_bak_2_2009","Ong Bak 2","R","Action & Adventure, Art House & International","2009-10-23","2016-08-10",97,"Rotten",48,"Spilled",53
"249","m/10011489-bananas","Bananas!","NR","Art House & International, Documentary, Special Interest","2009-06-20","2016-08-10",87,"Fresh",86,"Spilled",44
"250","m/10011494-last_ride","Last Ride","PG-13","Drama","2012-06-29","2016-08-10",100,"Fresh",93,"Upright",65
"251","m/10011582-TRON_legacy","Tron Legacy","PG","Action & Adventure, Science Fiction & Fantasy","2010-12-17","2015-11-23",125,"Rotten",51,"Upright",63
"252","m/10011647-canyon","The Canyon","R","Drama, Mystery & Suspense","2009-10-23","2013-11-27",102,"Rotten",27,"Spilled",32
"253","m/10011699-leslie_my_name_is_evil","Manson, My Name Is Evil","R","Comedy, Drama, Science Fiction & Fantasy","2009-09-14","2017-01-06",85,"Fresh",67,"Spilled",27
"254","m/10011721-broken_hill","Broken Hill","PG","Drama, Kids & Family","2009-09-11","2016-11-22",102,"Rotten",50,"Upright",61
"255","m/10011735-beautiful_life","A Beautiful Life","NR","Drama","2009-10-02","2019-05-17",81,"Rotten",0,"Spilled",24
"256","m/10011736-suck","Suck","R","Comedy, Horror, Musical & Performing Arts","2010-08-02","2016-08-10",91,"Rotten",50,"Spilled",53
"257","m/10011774-chloe","Chloe","R","Drama, Mystery & Suspense","2010-03-26","2012-04-16",96,"Rotten",51,"Spilled",39
"258","m/1001180-armed_and_dangerous","Armed and Dangerous","PG-13","Comedy","1986-08-15","2012-04-16",88,"Rotten",10,"Spilled",39
"259","m/10011815-hole","The Hole","PG-13","Kids & Family, Mystery & Suspense, Science Fiction & Fantasy","2012-09-28","2016-08-08",92,"Fresh",81,"Spilled",46
"260","m/10011846-nobodys_perfect","NoBody's Perfect","NR","Art House & International, Documentary, Drama, Special Interest, Sports & Fitness","2008-09-08","2016-09-01",84,"Fresh",73,"Upright",87
"261","m/10011854-good_soldier","The Good Soldier","NR","Documentary, Drama, Special Interest, Television","2009-10-09","2016-12-09",79,"Fresh",75,"Upright",80
"262","m/10011857-high_life","High Life","R","Comedy","2009-09-15","2016-12-15",80,"Fresh",80,"Spilled",43
"263","m/1001193-around_the_world_in_80_days","Around the World in 80 Days","G","Action & Adventure, Comedy, Drama, Kids & Family","1956-10-17","2017-03-29",170,"Fresh",69,"Spilled",57
"264","m/10011943-fall","The Fall","R","Drama, Mystery & Suspense","2009-10-30","2016-09-22",115,"Rotten",20,"",NA
"265","m/10011944-good_heart","The Good Heart","R","Drama","2010-04-30","2017-01-08",98,"Rotten",30,"Spilled",58
"266","m/10011946-wonderful_world","Wonderful World","R","Drama, Romance","2010-01-08","2016-01-15",95,"Rotten",42,"Spilled",33
"267","m/10011949-collapse","Collapse","NR","Documentary, Special Interest","2009-11-06","2016-04-16",80,"Certified-Fresh",83,"Upright",83
"268","m/10011950-three_blind_mice","Three Blind Mice","PG","Comedy, Drama","","2017-04-10",94,"Fresh",80,"Spilled",50
"269","m/10011984-last_song","The Last Song","PG","Drama, Kids & Family, Romance","2010-03-31","2016-08-10",108,"Rotten",21,"Upright",66
"270","m/10012014-babies","Babies","PG","Documentary, Special Interest","2010-05-07","2015-05-08",79,"Fresh",68,"Upright",62
"271","m/10012039-lottery_ticket","Lottery Ticket","PG-13","Comedy","2010-08-20","2012-04-16",95,"Rotten",34,"Spilled",44
"272","m/10012042-going_the_distance","Going the Distance","R","Comedy, Romance","2010-09-03","2012-09-01",98,"Rotten",54,"Spilled",52
"273","m/10012044-life_as_we_know_it","Life as We Know It","PG-13","Comedy, Drama","2010-10-08","2013-06-01",113,"Rotten",29,"Upright",61
"274","m/10012050-final","The Final","R","Drama, Horror, Mystery & Suspense","2010-01-29","2016-10-30",NA,"Rotten",13,"Spilled",32
"275","m/10012051-frozen","Frozen","R","Drama, Horror, Mystery & Suspense","2010-02-05","2016-11-30",93,"Fresh",63,"Spilled",46
"276","m/10012058-prodigal_sons","Prodigal Sons","PG","Documentary, Special Interest","2010-02-26","2017-02-11",86,"Fresh",87,"Upright",79
"277","m/10012063-ghost_writer","The Ghost Writer","PG-13","Drama, Mystery & Suspense","2010-02-19","2016-08-26",129,"Certified-Fresh",84,"Upright",70
"278","m/10012068-repo_men","Repo Men","R","Action & Adventure, Science Fiction & Fantasy","2010-03-19","2014-02-12",111,"Rotten",22,"Spilled",41
"279","m/10012104-7_days","7 Days (Les 7 jours du talion)","R","Art House & International, Horror, Mystery & Suspense","2010-02-05","2017-03-29",105,"Fresh",80,"Upright",68
"280","m/10012114-daddy_longlegs","Daddy Longlegs","NR","Comedy, Drama","2010-05-14","",NA,"Fresh",78,"Spilled",52
"281","m/10012133-veer","Veer","NR","Art House & International, Classics, Drama","2010-01-22","2017-03-07",156,"Rotten",40,"Spilled",47
"282","m/10012136-winters_bone","Winter's Bone","R","Drama","2010-06-11","2015-12-19",99,"Certified-Fresh",94,"Upright",76
"283","m/10012141-kids_are_all_right","The Kids Are All Right","R","Comedy, Drama","2010-07-09","2015-12-01",104,"Certified-Fresh",92,"Upright",74
"284","m/10012147-lucky","Lucky","R","Documentary, Special Interest","2010-12-31","2017-01-08",90,"Fresh",60,"Spilled",39
"285","m/10012150-high_school","High School","R","Comedy","2012-06-01","2017-03-02",99,"Rotten",28,"Spilled",48
"286","m/10012207-stolen","Stolen","R","Drama, Mystery & Suspense","2010-03-05","2016-04-28",97,"Rotten",0,"Spilled",39
"287","m/10012232-killing_jar","The Killing Jar","R","Drama, Mystery & Suspense","2010-03-19","2017-05-22",90,"Rotten",0,"Spilled",36
"288","m/10012254-la_mission","La MISSION","R","Drama","2010-04-09","2017-03-23",117,"Rotten",50,"Upright",72
"289","m/10012256-predators","Predators","R","Action & Adventure, Horror, Science Fiction & Fantasy","2010-07-09","2015-11-25",107,"Fresh",64,"Spilled",52
"290","m/10012264-stonewall","Stonewall Uprising","PG-13","Documentary, Special Interest","2010-06-16","",82,"Fresh",84,"Upright",76
"291","m/10012282-oath","The Oath","NR","Documentary, Special Interest","2010-05-07","2016-10-18",90,"Fresh",91,"Upright",79
"292","m/10012288-wild_hunt","The Wild Hunt","NR","Drama, Mystery & Suspense, Science Fiction & Fantasy","2010-09-17","2012-05-18",96,"Fresh",82,"Upright",74
"293","m/1001240-arthur","Arthur","PG","Comedy, Romance","1981-07-17","2008-08-15",97,"Fresh",88,"Upright",77
"294","m/10012426-lottery","The Lottery","PG","Documentary, Special Interest","2010-06-11","2016-04-19",81,"Fresh",64,"Upright",76
"295","m/1001280-assault_on_precinct_13","Assault on Precinct 13","R","Action & Adventure, Drama, Mystery & Suspense","1976-11-05","2016-08-16",91,"Certified-Fresh",98,"Upright",80
"296","m/1001294-asylum","Asylum","PG","Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance","1972-11-17","2016-09-06",88,"Fresh",67,"Spilled",48
"297","m/1001323-attack_of_the_50_foot_woman","Attack of the 50 Foot Woman","PG","Classics, Science Fiction & Fantasy","1958-01-01","2015-11-01",66,"Fresh",75,"Spilled",20
"298","m/1001406-avenging_angel","Avenging Angel","R","Action & Adventure, Drama, Mystery & Suspense","","2015-01-06",93,"Rotten",33,"Spilled",25
"299","m/1001425-aviator","The Aviator","PG","Action & Adventure, Drama","1985-03-01","2017-01-17",98,"Rotten",20,"Spilled",41
"300","m/1001428-awakening","The Awakening","R","Horror, Mystery & Suspense","1980-10-01","2008-01-01",102,"Rotten",0,"Spilled",22
"301","m/1001488-babes_in_toyland","Babes in Toyland","G","Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance","1961-12-14","2016-03-02",106,"Rotten",36,"Spilled",59
"302","m/1001553-bad_company","Bad Company","PG","Action & Adventure, Drama, Western","1972-10-08","2013-08-01",93,"Fresh",92,"Upright",71
"303","m/1001567-bad_news_bears","The Bad News Bears","PG","Classics, Comedy","1976-04-07","2013-08-01",102,"Fresh",97,"Upright",80
"304","m/1001572-bad_seed","The Bad Seed","NR","Classics, Drama, Horror, Mystery & Suspense","1956-09-12","2016-04-19",129,"Fresh",63,"Upright",83
"305","m/1001634-bang_the_drum_slowly","Bang The Drum Slowly","PG","Classics, Comedy, Drama, Sports & Fitness","1973-01-01","2018-08-24",96,"Fresh",92,"Upright",62
"306","m/1001816-battleground","Battleground","NR","Action & Adventure, Classics, Drama","1949-11-09","2008-08-18",118,"Fresh",75,"Upright",82
"307","m/1001902-beauty_and_the_beast","Beauty and The Beast (La Belle et la bête)","NR","Drama, Science Fiction & Fantasy, Romance","1946-01-01","2017-01-14",95,"Certified-Fresh",95,"Upright",90
"308","m/1001994-belles_of_st_trinians","The Belles of St. Trinian's","NR","Action & Adventure, Classics, Comedy","","2020-04-07",91,"Fresh",67,"Upright",70
"309","m/1001_grams","1001 Grams","NR","Drama","2015-05-08","2016-10-06",93,"Fresh",82,"Spilled",48
"310","m/1002178-best_of_times","The Best of Times","PG-13","Comedy, Drama","1986-01-31","2017-03-10",104,"Rotten",31,"Spilled",43
"311","m/1002205-betrayed","Betrayed","R","Action & Adventure, Drama, Mystery & Suspense","1988-08-26","2016-11-30",127,"Rotten",42,"Spilled",52
"312","m/1002306-big_brawl","The Big Brawl (Battle Creek Brawl)","R","Action & Adventure, Comedy","1980-09-10","2016-07-06",95,"Fresh",67,"Spilled",44
"313","m/1002310-big_business","Big Business","PG","Comedy","1988-06-10","2016-03-02",97,"Rotten",44,"Upright",69
"314","m/1002332-big_heat","The Big Heat","PG","Classics, Drama, Mystery & Suspense","","2014-04-25",90,"Fresh",100,"Upright",90
"315","m/1002352-big_sleep","The Big Sleep","PG","Classics, Drama, Mystery & Suspense","1946-08-31","2015-09-11",114,"Certified-Fresh",97,"Upright",91
"316","m/1002353-big_sleep","The Big Sleep","R","Art House & International, Drama, Mystery & Suspense","","2017-03-10",99,"Fresh",67,"Spilled",26
"317","m/1002407-billy_budd","Billy Budd","NR","Action & Adventure, Classics, Drama","1962-11-12","2017-05-22",123,"Fresh",90,"Upright",86
"318","m/1002448-birds","The Birds","PG-13","Classics, Horror, Mystery & Suspense","1963-03-28","2014-10-01",119,"Certified-Fresh",95,"Upright",83
"319","m/1002484-black_christmas","Black Christmas","R","Horror, Mystery & Suspense","1974-12-20","2016-12-13",98,"Fresh",71,"Upright",75
"320","m/1002497-black_hole","The Black Hole","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy","1979-01-01","2016-05-10",97,"Rotten",38,"Spilled",45
"321","m/1002511-black_pirate","The Black Pirate","NR","Action & Adventure, Classics","1926-03-08","2016-08-11",85,"Fresh",100,"Upright",68
"322","m/1002512-black_rain","Black Rain","R","Action & Adventure, Drama, Mystery & Suspense","","2013-08-01",125,"Rotten",50,"Spilled",55
"323","m/1002526-black_sunday","Black Sunday","R","Action & Adventure, Drama, Horror, Mystery & Suspense","1977-03-11","2016-08-10",143,"Fresh",69,"Upright",64
